,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
6242,2488,ADVANCED MICRO DEVICES INC,7/21/2016,loss,measur,non,gaap,financi,commentari,compani,supplement,june,cfo
6255,310568,MICROSEMI CORP,7/28/2016,juli,copi,corpor,result,exhibit,quarter,press,attach,releas,item
6271,701811,MENTOR GRAPHICS CORP,8/18/2016,quarter,compani,august,year,outlook,commiss,announc,result,date,secur
6278,703361,INTEGRATED DEVICE TECHNOLOGY INC,8/1/2016,press,measur,releas,exhibit,august,regul,financi,gaap,dissemin,entireti
6290,70866,NCR CORP,7/26/2016,outlook,quarter,juli,year,compani,copi,post,herebi,materi,websit
6316,714603,DST SYSTEMS INC,7/21/2016,conditionse,exhibit,juli,june,concern,news,file,refer,act,date
6332,733269,ACXIOM CORP,8/4/2016,invit,internet,parti,today,ct,broadcast,interest,august,www,com
6355,749251,GARTNER INC,8/4/2016,june,exchang,exhibit,file,instruct,august,month,form,act,respect
6366,7536,ARROW ELECTRONICS INC,8/2/2016,press,exchang,august,file,commentari,exhibit,releas,act,registr,cfo
6393,772406,CIRRUS LOGIC INC,7/27/2016,meet,vote,proxi,propos,broker,name,approv,describ,matter,alexand
6397,790703,TECH DATA CORP,8/25/2016,gaap,incom,non,tax,juli,margin,month,impact,dilut,measur
6430,797721,VIASAT INC,8/9/2016,section,exhibit,file,issu,august,press,specif,descript,hereof,languag
6458,813672,CADENCE DESIGN SYSTEMS INC,7/25/2016,commentari,releas,result,end,cfo,chief,exhibitsexhibit,juli,press,quarter
6478,814547,FAIR ISAAC CORP,7/28/2016,exhibit,financi,condit,statement,item,result,,,,
6492,851205,COGNEX CORP,8/1/2016,news,juli,file,august,hereto,act,languag,report,attach,secur
6517,860731,TYLER TECHNOLOGIES INC,7/28/2016,juli,news,releas,number,exhibit,issu,june,condit,financi,result
6526,877212,ZEBRA TECHNOLOGIES CORP,8/9/2016,file,act,august,ofexhibit,exhibit,exchang,descript,contain,refer,juli
6542,883241,SYNOPSYS INC,8/17/2016,measur,mix,gaap,non,rate,tax,exclud,busi,cost,project
6568,8858,AVNET INC,7/11/2016,mr,amelio,hamada,serv,execut,employ,director,offic,board,committe
6570,8858,AVNET INC,8/10/2016,exhibit,definit,currenc,gaap,forth,form,sale,press,august,materi
6591,895419,CREE INC,7/14/2016,approv,report,word,statement,close,transact,compani,potenti,juli,risk
6593,895419,CREE INC,8/16/2016,august,exhibit,item,issu,releas,press,furthermor,compani,june,section
6606,898293,JABIL CIRCUIT INC,9/21/2016,plan,restructur,cost,charg,cours,employe,septemb,capac,locat,consult
6617,910638,3D SYSTEMS CORP,8/3/2016,webcast,call,sec,compani,herewith,exhibit,press,august,slide,plan
6621,935494,NATIONAL INSTRUMENTS CORP,7/27/2016,juli,text,exhibit,date,registr,press,incorpor,section,june,otherwis
6657,936395,CIENA CORP,9/1/2016,discuss,investor,call,juli,com,websit,end,septemb,time,exhibit
6666,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,2/14/2013,remark,regard,estim,compani,result,januari,accompani,prepar,slide,quarter
6720,1013462,ANSYS INC,2/28/2013,februari,remark,document,exhibit,date,registr,copi,press,releas,item
6763,1032220,MAXIMUS INC,2/8/2013,result,slide,call,confer,item,form,accompani,transcript,text,respect
6794,103730,VISHAY INTERTECHNOLOGY INC,2/5/2013,dilut,convert,share,convers,price,stock,debentur,princip,ep,comput
6833,1038074,SILICON LABORATORIES INC,1/30/2013,financi,januari,inform,result,supplement,measur,gaap,addit,press,investor
6871,1056696,MANHATTAN ASSOCIATES INC,1/29/2013,measur,adjust,auction,incom,acquisit,gaap,share,compens,perform,cost
6916,1062047,CONVERGYS CORP,2/7/2013,gaap,decemb,releas,date,press,februari,therein,affair,speak,statement
6928,1078075,NETSCOUT SYSTEMS INC,1/17/2013,januari,compani,exhibit,hold,expressli,topic,herebi,file,intent,futur
6957,1111928,IPG PHOTONICS CORP,2/15/2013,exhibit,financi,condit,statement,item,result,,,,
6988,1169561,COMMVAULT SYSTEMS INC,1/30/2013,pursuant,act,januari,section,releas,decemb,exhibit,item,press,secur
7000,1177394,SYNNEX CORP,1/10/2013,exchang,act,file,exhibit,januari,press,text,inform,section,refer
7003,1177394,SYNNEX CORP,3/27/2013,exhibit,act,file,march,exchang,press,text,section,inform,refer
7026,1262039,FORTINET INC,1/30/2013,refer,act,januari,exhibit,exchang,file,press,decemb,releas,secur
7056,1265888,NEUSTAR INC,2/5/2013,call,exhibit,present,year,file,item,report,februari,attach,act
7133,1280452,MONOLITHIC POWER SYSTEMS INC,2/6/2013,exhibit,act,decemb,year,delawar,announc,index,mp,releas,press
7150,23082,COMPUTER SCIENCES CORP,2/5/2013,statement,intent,offic,risk,factor,file,subsequ,compani,februari,tuesday
7171,2488,ADVANCED MICRO DEVICES INC,1/22/2013,gf,perform,loss,charg,gaap,deriv,restructur,compani,cash,non
7197,310568,MICROSEMI CORP,1/24/2013,condit,date,press,item,statement,januari,releas,herein,registr,exhibit
7214,701811,MENTOR GRAPHICS CORP,2/28/2013,outlook,date,commiss,year,compani,result,quarter,announc,februari,secur
7222,703361,INTEGRATED DEVICE TECHNOLOGY INC,1/28/2013,measur,press,releas,januari,financi,regul,dissemin,gaap,exhibit,entireti
7261,70866,NCR CORP,2/7/2013,outlook,herebi,compani,copi,februari,post,discuss,materi,websit,fd
7326,714603,DST SYSTEMS INC,1/31/2013,news,file,exhibit,januari,hereof,date,act,item,concern,author
7337,733269,ACXIOM CORP,1/30/2013,measur,gaap,cash,flow,avail,compani,equiti,non,perform,use
7416,749251,GARTNER INC,2/7/2013,exhibit,month,decemb,twelv,act,instruct,form,file,exchang,respect
7510,7536,ARROW ELECTRONICS INC,2/7/2013,februari,cfo,act,releas,registr,press,exhibit,file,commentari,exchang
7532,772406,CIRRUS LOGIC INC,1/24/2013,press,compani,releas,year,text,form,januari,month,end,report
7556,790703,TECH DATA CORP,3/4/2013,incom,gaap,manag,cost,twelv,measur,action,tax,revers,januari
7573,797721,VIASAT INC,2/6/2013,issu,section,file,exhibit,specif,descript,press,februari,hereof,languag
7607,813672,CADENCE DESIGN SYSTEMS INC,1/30/2013,exhibitsexhibit,januari,press,releas,decemb,year,exhibit,item,result,herein
7634,814547,FAIR ISAAC CORP,1/30/2013,exhibit,financi,condit,statement,item,result,,,,
7670,817720,SYNAPTICS INC,1/24/2013,report,registr,shell,chang,form,avail,reserv,circumst,locat,inform
7691,851205,COGNEX CORP,2/11/2013,file,attach,languag,report,decemb,hereto,act,news,februari,secur
7717,860731,TYLER TECHNOLOGIES INC,2/7/2013,news,number,exhibit,releas,issu,februari,decemb,condit,result,financi
7732,877212,ZEBRA TECHNOLOGIES CORP,2/12/2013,exhibit,descript,file,act,exchang,februari,posit,decemb,refer,contain
7752,883241,SYNOPSYS INC,2/20/2013,gaap,measur,non,busi,tax,cost,acquir,exclud,compens,expens
7795,8858,AVNET INC,1/24/2013,januari,exhibit,review,incorpor,result,herein,forth,cfo,quarter,form
7805,895419,CREE INC,1/22/2013,item,exhibit,januari,releas,furthermor,press,compani,decemb,section,act
7827,898293,JABIL CIRCUIT INC,3/20/2013,march,report,press,herewith,file,exhibit,act,exchang,regardless,releas
7863,910638,3D SYSTEMS CORP,2/25/2013,webcast,press,exhibit,call,herewith,sec,slide,item,compani,monday
7907,936395,CIENA CORP,3/7/2013,exhibit,corpor,report,pursuant,march,conditionon,januari,press,releas,issu
7942,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,5/1/2013,exhibitsexhibit,preliminari,april,act,item,secur,press,releas,result,document
7943,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,5/16/2013,prepar,result,statement,quarter,look,slide,accompani,estim,remark,compani
7970,1013462,ANSYS INC,5/2/2013,date,document,exhibit,remark,copi,press,item,releas,herein,statement
8002,1032220,MAXIMUS INC,5/10/2013,accompani,transcript,call,form,slide,respect,confer,text,item,result
8012,103730,VISHAY INTERTECHNOLOGY INC,4/30/2013,dilut,share,stock,convers,convert,price,princip,debentur,ep,comput
8036,1038074,SILICON LABORATORIES INC,4/24/2013,gaap,inform,measur,result,financi,supplement,addit,investor,april,press
8049,1056696,MANHATTAN ASSOCIATES INC,4/23/2013,compens,share,measur,adjust,gaap,incom,cost,acquisit,perform,competitor
8078,1062047,CONVERGYS CORP,4/30/2013,press,gaap,releas,april,therein,date,speak,statement,affair,cautionari
8093,1078075,NETSCOUT SYSTEMS INC,4/25/2013,expressli,april,hold,exhibit,compani,topic,file,herebi,futur,intent
8110,1111928,IPG PHOTONICS CORP,5/1/2013,exhibit,financi,condit,statement,item,result,,,,
8126,1169561,COMMVAULT SYSTEMS INC,5/7/2013,press,act,section,releas,march,pursuant,exhibit,item,secur,file
8145,1177394,SYNNEX CORP,6/25/2013,exhibit,act,file,june,exchang,press,text,section,inform,refer
8160,1262039,FORTINET INC,4/10/2013,april,act,refer,exhibit,file,exchang,press,inform,march,secur
8162,1262039,FORTINET INC,4/30/2013,april,act,file,exhibit,refer,exchang,march,press,secur,herewith
8185,1265888,NEUSTAR INC,5/2/2013,exhibit,slide,item,share,act,report,incorpor,thursday,attach,copi
8263,23082,COMPUTER SCIENCES CORP,5/15/2013,file,intent,statement,factor,march,risk,subsequ,wednesday,compani,litig
8303,2488,ADVANCED MICRO DEVICES INC,4/18/2013,charg,gaap,compani,loss,non,period,gf,deriv,acquir,perform
8323,310568,MICROSEMI CORP,4/25/2013,herein,releas,item,press,april,registr,exhibit,date,statement,condit
8353,701811,MENTOR GRAPHICS CORP,5/23/2013,commiss,outlook,compani,year,quarter,date,financi,result,secur,exchang
8365,703361,INTEGRATED DEVICE TECHNOLOGY INC,4/29/2013,press,april,releas,exhibit,measur,regul,financi,gaap,dissemin,publicli
8398,70866,NCR CORP,4/30/2013,fd,april,financi,copi,websit,compani,materi,herebi,post,outlook
8446,714603,DST SYSTEMS INC,4/25/2013,act,hereof,april,news,date,exhibit,file,concern,item,exchang
8494,733269,ACXIOM CORP,5/15/2013,measur,gaap,cash,flow,avail,compani,non,equiti,perform,use
8552,749251,GARTNER INC,5/2/2013,month,march,exhibit,act,instruct,financi,file,exchang,form,item
8577,7536,ARROW ELECTRONICS INC,5/1/2013,cfo,releas,file,commentari,exhibit,quarter,act,press,exchang,hereto
8594,772406,CIRRUS LOGIC INC,4/17/2013,cautionari,anticip,import,identifi,differ,act,factor,forth,file,exchang
8595,772406,CIRRUS LOGIC INC,4/25/2013,press,text,april,year,result,form,compani,report,quarter,condit
8644,797721,VIASAT INC,5/16/2013,descript,section,file,specif,exhibit,press,hereof,languag,act,date
8653,813672,CADENCE DESIGN SYSTEMS INC,4/24/2013,press,releas,april,march,copi,exhibitsexhibit,exhibit,result,item,herein
8669,814547,FAIR ISAAC CORP,4/24/2013,exhibit,financi,condit,statement,item,result,,,,
8697,817720,SYNAPTICS INC,4/25/2013,shell,report,locat,reserv,registr,avail,form,circumst,chang,inform
8698,817720,SYNAPTICS INC,6/25/2013,registr,avail,chang,locat,reserv,circumst,inform,form,entitl,shell
8706,851205,COGNEX CORP,4/29/2013,file,april,languag,report,march,hereto,act,news,attach,secur
8727,860731,TYLER TECHNOLOGIES INC,4/25/2013,number,news,releas,april,exhibit,condit,march,issu,financi,result
8768,877212,ZEBRA TECHNOLOGIES CORP,5/2/2013,posit,march,file,exchang,exhibit,descript,act,refer,contain,secur
8783,883241,SYNOPSYS INC,5/22/2013,tax,measur,gaap,exclud,acquir,cost,compens,busi,non,expens
8788,8858,AVNET INC,4/25/2013,review,april,exhibit,result,incorpor,herein,forth,cfo,quarter,form
8802,895419,CREE INC,4/23/2013,exhibit,april,press,item,furthermor,compani,section,march,act,report
8817,898293,JABIL CIRCUIT INC,6/19/2013,restructur,cost,plan,charg,cours,consult,reduc,requir,compani,june
8843,910638,3D SYSTEMS CORP,4/30/2013,call,webcast,sec,item,press,compani,slide,exhibit,april,march
8882,936395,CIENA CORP,6/6/2013,corpor,call,investor,discuss,websit,com,june,april,time,exhibit
8887,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,8/13/2013,look,regard,estim,result,compani,remark,accompani,slide,financi,prepar
8916,1013462,ANSYS INC,8/1/2013,copi,document,issu,exhibit,date,august,remark,press,prepar,registr
8943,1032220,MAXIMUS INC,8/13/2013,transcript,call,form,accompani,slide,confer,august,respect,text,issu
8952,103730,VISHAY INTERTECHNOLOGY INC,7/30/2013,stock,debentur,share,price,princip,ep,dilut,convert,convers,comput
8980,1038074,SILICON LABORATORIES INC,7/25/2013,measur,supplement,financi,inform,result,gaap,addit,juli,press,investor
9003,1056696,MANHATTAN ASSOCIATES INC,7/23/2013,incom,adjust,measur,acquisit,share,compens,gaap,competitor,cost,believ
9006,1062047,CONVERGYS CORP,7/30/2013,juli,press,gaap,releas,date,therein,statement,speak,affair,cautionari
9036,1078075,NETSCOUT SYSTEMS INC,7/18/2013,expressli,compani,hold,exhibit,juli,topic,herebi,intent,futur,file
9052,1111928,IPG PHOTONICS CORP,7/30/2013,forth,act,juli,corpor,exhibit,file,conditionon,form,text,specif
9083,1169561,COMMVAULT SYSTEMS INC,7/30/2013,releas,section,pursuant,exhibit,item,june,press,juli,act,secur
9091,1177394,SYNNEX CORP,9/25/2013,receiv,septemb,agreement,fund,item,creation,bank,sheet,balanc,thereto
9107,1262039,FORTINET INC,7/30/2013,press,act,file,juli,exhibit,refer,exchang,releas,june,secur
9113,1265888,NEUSTAR INC,7/30/2013,juli,exhibitsth,slide,attach,item,act,report,call,exhibit,file
9179,23082,COMPUTER SCIENCES CORP,8/6/2013,factor,statement,chief,subsequ,intent,offic,risk,august,tuesday,compani
9198,2488,ADVANCED MICRO DEVICES INC,7/18/2013,non,ebitda,compani,cash,flow,loss,gaap,segment,settlement,measur
9212,310568,MICROSEMI CORP,7/25/2013,registr,exhibit,press,juli,releas,item,herein,date,statement,condit
9249,701811,MENTOR GRAPHICS CORP,8/22/2013,quarter,compani,august,year,outlook,commiss,announc,result,date,secur
9277,703361,INTEGRATED DEVICE TECHNOLOGY INC,7/25/2013,measur,regul,releas,gaap,exhibit,press,juli,financi,publicli,dissemin
9298,70866,NCR CORP,7/30/2013,outlook,compani,juli,copi,websit,materi,herebi,post,fd,result
9325,714603,DST SYSTEMS INC,7/25/2013,juli,file,act,exhibit,hereof,date,news,conditionse,concern,item
9341,733269,ACXIOM CORP,7/31/2013,gaap,cash,flow,measur,avail,compani,use,equiti,defin,payment
9365,749251,GARTNER INC,8/2/2013,june,exchang,exhibit,file,instruct,august,month,form,act,respect
9381,7536,ARROW ELECTRONICS INC,7/24/2013,cfo,quarter,commentari,exhibit,file,releas,act,press,juli,exchang
9395,772406,CIRRUS LOGIC INC,7/25/2013,press,juli,text,year,result,form,report,compani,quarter,condit
9434,797721,VIASAT INC,8/6/2013,section,exhibit,file,issu,august,press,specif,descript,hereof,languag
9458,813672,CADENCE DESIGN SYSTEMS INC,7/24/2013,herein,result,item,releas,exhibitsexhibit,press,end,exhibit,june,juli
9481,814547,FAIR ISAAC CORP,7/30/2013,exhibit,financi,condit,statement,item,result,,,,
9503,817720,SYNAPTICS INC,8/1/2013,locat,registr,report,circumst,entitl,shell,chang,reserv,avail,form
9517,851205,COGNEX CORP,7/29/2013,file,report,juli,june,languag,secur,hereto,attach,news,act
9538,860731,TYLER TECHNOLOGIES INC,7/25/2013,juli,news,releas,number,exhibit,issu,june,condit,financi,result
9545,877212,ZEBRA TECHNOLOGIES CORP,8/6/2013,file,act,august,exhibit,exchang,descript,june,contain,refer,secur
9569,883241,SYNOPSYS INC,8/21/2013,tax,acquir,gaap,measur,exclud,busi,cost,non,compens,expens
9598,8858,AVNET INC,8/7/2013,herein,august,cfo,exhibit,forth,review,incorpor,act,quarter,press
9619,895419,CREE INC,8/13/2013,compani,june,program,market,repurchas,stock,price,opportun,factor,extens
9656,898293,JABIL CIRCUIT INC,9/25/2013,exchang,regardless,file,report,act,herewith,septemb,exhibit,press,august
9665,910638,3D SYSTEMS CORP,7/30/2013,item,sec,press,juli,call,exhibit,webcast,compani,june,month
9706,936395,CIENA CORP,9/4/2013,discuss,investor,call,com,websit,septemb,time,juli,exhibit,result
9725,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,11/18/2013,year,regard,remark,look,compani,result,accompani,estim,slide,financi
9739,1013462,ANSYS INC,11/7/2013,remark,exhibit,copi,registr,press,document,releas,novemb,date,item
9795,1032220,MAXIMUS INC,11/19/2013,accompani,transcript,call,form,slide,text,item,respect,result,confer
9804,103730,VISHAY INTERTECHNOLOGY INC,10/29/2013,share,price,dilut,convert,princip,debentur,stock,ep,comput,convers
9825,1038074,SILICON LABORATORIES INC,10/24/2013,gaap,measur,addit,inform,supplement,result,financi,octob,press,investor
9830,1056696,MANHATTAN ASSOCIATES INC,10/22/2013,acquisit,incom,share,compens,gaap,cost,measur,adjust,perform,competitor
9835,1062047,CONVERGYS CORP,11/6/2013,affair,press,gaap,therein,date,releas,speak,statement,cautionari,sinc
9844,1078075,NETSCOUT SYSTEMS INC,10/17/2013,hold,compani,exhibit,expressli,file,octob,herebi,topic,intent,futur
9861,1111928,IPG PHOTONICS CORP,11/1/2013,file,exhibit,act,novemb,forth,corpor,conditionon,form,text,specif
9889,1169561,COMMVAULT SYSTEMS INC,10/29/2013,exhibit,releas,pursuant,octob,item,press,septemb,secur,section,act
9964,1262039,FORTINET INC,10/23/2013,press,exchang,exhibit,file,septemb,releas,refer,act,octob,secur
9976,1265888,NEUSTAR INC,10/30/2013,sub,octob,acquisit,aggreg,becam,merger,knowledg,call,exhibit,subsidiari
10014,1280452,MONOLITHIC POWER SYSTEMS INC,10/24/2013,act,exhibit,delawar,press,septemb,mp,announc,index,releas,end
10024,23082,COMPUTER SCIENCES CORP,10/30/2013,factor,risk,offic,statement,subsequ,intent,file,compani,wednesday,octob
10032,2488,ADVANCED MICRO DEVICES INC,10/17/2013,compani,loss,gaap,flow,ebitda,non,gain,measur,cash,period
10074,310568,MICROSEMI CORP,11/7/2013,press,novemb,registr,exhibit,releas,item,date,herein,statement,condit
